,Conformer,Scan_Type,-70,-80,-90,-100,-110,-120,-130,-140,-150,-160,-170,-180,-170.1,-160.1,-150.1,-140.1,-130.1,-120.1,-110.1,-100.1,-90.1,-80.1,-70.1,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
0,0,backward,1.4435470407479443,1.2128432450408582,1.1853411889460403,1.6107985236158129,2.306693343940424,2.776717698929133,2.683606966660591,2.198377567488933,1.4914898354618344,0.7729544419853482,0.20809140393976122,,0.22014571662293747,0.7529056726489216,1.4894110730092507,2.2149784118228126,2.7049452165083494,2.7791289266606327,2.321056892251363,1.6185368433070835,1.189072003500769,1.2358966176398098,1.443101237731753,1.7781925468880218,2.3191245658963453,3.137438384379493,4.171888698998373,5.203922337444965,5.98833345802268,6.222689271700801,5.583214710146422,4.353126548288856,2.9619554833334405,1.7312006253341679,0.8012671381875407,0.4199050457391422,0.5551017770485487,1.0492872781760525,1.8147085371310823,2.6153087686980143,3.201509337843163,3.367292139737401,3.0294797038659453,2.2724092445278075,1.3823264237726107,0.6001393992628437,0.10669925640104339,0.0
