,Conformer,Scan_Type,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,170.1,160.1,150.1,140.1,130.1,120.1,110.1,100.1,90.1,80.1,70.1,60.1,50.1,40.1,30.1,20.1,10.1,0.1,-10.1,-20.1,-30.1,-40.1,-50.1,-60.1,-70.1,-80,-90,-100,-110,-120,-130,-140,-150,-160,-170,-180
0,0,forward,1.4547472150879912,1.7933659110567532,2.3306716016086284,3.153712144558085,4.184890054399148,5.2141004791192245,6.004231591155985,6.230885501689045,5.5879453997768,4.358301252155798,2.9601372723991517,1.7262754114635754,0.8300216270727105,0.4298810492909979,0.5791564006649423,1.090349434845848,1.8265096415416338,2.6250992274144664,3.2256688039342407,3.3848001496808138,3.0311878512438852,2.30042587936623,1.4026737118838355,0.6162769589573145,0.12375546866678633,0.0,0.11593927216017619,0.6025123677682132,1.391977277729893,2.2913408935128246,3.035736568737775,3.3781502290512435,3.2154896160936914,2.6279660354484804,1.8322194038482849,1.08498136405251,0.5664604178455193,0.42871162566007115,0.822648132161703,1.6896848192554899,2.9605834459362086,4.348813067772426,5.584911447978811,6.222300965077011,5.96924058246077,5.190092032134999,4.16474111401476,3.1445410992891993,2.3253156530845445,1.8083019079931546,1.503251396206906,1.2247910743171815,1.2011517937644385,1.6117212532553822,2.319942475616699,2.749421594257001,2.704520863277139,2.2204929309373256,1.503693281818414,0.7666203441622201,0.22323763856547885,
