,Conformer,Scan_Type,80,70,60,50,40,30,20,10,0,-10,-20,-30,-40,-50,-60,-70,-80,-90,-100,-110,-120,-130,-140,-150,-160,-170,-180,-170.1,-160.1,-150.1,-140.1,-130.1,-120.1,-110.1,-100.1,-90.1,-80.1,-70.1,-60.1,-50.1,-40.1,-30.1,-20.1,-10.1,0.1,10.1,20.1,30.1,40.1,50.1,60.1,70.1,80.1,90,100,110,120,130,140,150,160,170,180
0,0,backward,1.9603857453912497,1.4361533929477446,1.1687933857319877,1.3710565832734574,2.1834690068499185,3.3541566077328753,4.550149022514233,5.377702662808588,5.571255903108977,4.89693387344596,3.5828326497867238,2.0249388518277556,0.7350264884880744,0.0,0.005365195800550282,0.5768826506100595,1.4391038586036302,2.364963336440269,3.2411548599484377,3.866241342999274,4.074965871404856,3.8042054071556777,3.173185457038926,2.4017059579491615,1.7539302720688283,1.3864702285209205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
