,Conformer,80,70,60,50,40,30,20,10,0,-10,-20,-30,-40,-50,-60,-70,-80,-90,-100,-110,-120,-130,-140,-150,-160,-170,-180,-170.1,-160.1,-150.1,-140.1,-130.1,-120.1,-110.1,-100.1,-90.1,-80.1,-70.1,-60.1,-50.1,-40.1,-30.1,-20.1,-10.1,0.1,10.1,20.1,30.1,40.1,50.1,60.1,70.1,80.1,90,100,110,120,130,140,150,160,170,180
0,0,-249929.2674720516,-249929.79170440405,-249930.05906441127,-249929.85680121373,-249929.04438879015,-249927.87370118927,-249926.67770877448,-249925.8501551342,-249925.6566018939,-249926.33092392355,-249927.6450251472,-249929.20291894517,-249930.4928313085,-249931.227857797,-249931.2224926012,-249930.6509751464,-249929.7887539384,-249928.86289446056,-249927.98670293705,-249927.361616454,-249927.1528919256,-249927.42365238984,-249928.05467233996,-249928.82615183905,-249929.47392752493,-249929.84138756848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
