,Conformer,Scan_Type,80,90,100,110,120,130,140,150,160,170,180,170.1,160.1,150.1,140.1,130.1,120.1,110.1,100.1,90.1,80.1,70,60,50,40,30,20,10,0,-10,-20,-30,-40,-50,-60,-70,-80,-90,-100,-110,-120,-130,-140,-150,-160,-170,-180
0,0,forward,1.9629843702132348,2.6604513998609036,3.4350063918391243,4.071462729363702,4.237366379442392,4.036978031741455,3.5648553597275168,2.9164660250535235,2.2142089393455535,1.658400311745936,,1.6583984743338078,2.2086082724272273,2.9118034514249302,3.532998923707055,4.046909382683225,4.217654316016706,4.097703026258387,3.4464405073667876,2.6544611262506805,1.9505038209608756,1.4392694114649203,1.1718676564632915,1.3779044938273728,2.179087953263661,3.347783709061332,4.538062178529799,5.402553649764741,5.57132919394644,4.915157666808227,3.626115999359172,2.072713199449936,0.7422850985312834,0.013317998207639903,0.0,0.5891213954600971,1.447997654642677,2.3650345841015223,3.241765442857286,3.8687565442814957,4.0776162950496655,3.8068577491503675,3.175824587175157,2.404358772211708,1.7565770424553193,1.3891045421769377,
