,80,70,60,50,40,30,20,10,0,-10,-20,-30,-40,-50,-60,-70,-80,-90,-100,-110,-120,-130,-140,-150,-160,-170,-180,-170,-160,-150,-140,-130,-120,-110,-100,-90,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180
0,-249929.26747205158,-249929.79170440405,-249930.05906441127,-249929.85680121373,-249929.04438879018,-249927.87370118927,-249926.67770877446,-249925.8501551342,-249925.6566018939,-249926.33092392355,-249927.6450251472,-249929.20291894514,-249930.49283130854,-249931.227857797,-249931.22249260117,-249930.65097514636,-249929.78875393837,-249928.86289446056,-249927.98670293702,-249927.36161645397,-249927.15289192562,-249927.42365238984,-249928.05467233993,-249928.82615183905,-249929.47392752493,-249929.84138756848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
