  -2.4963990557   -2.8593886800    1.1724570887
  -2.0501046523   -3.4484762961    0.1224570887
  -1.0523073609   -3.5696308220    0.1224570887
  -0.1124984213   -3.2132083048    0.1224570887
   4.9010359606   -0.5691761860    1.4858760889
   5.1376946131   -1.2747031863    1.3912324364
   4.6126946131   -2.1840298603    1.3912324364
   5.6176431670   -2.2579414190    0.6225790885
   3.0376946131   -1.2747031863   -2.2460742595
   3.5626946131   -2.1840298603   -2.2460742595
   6.1520006136   -0.6633691860    0.7667114361
   5.6270006136    0.2459574879    0.7667114361
   6.9206539615   -0.6633691860   -0.0019419118
   6.6319491675    0.3198690467   -0.0019419118
   6.6319491675   -1.6466074187   -0.0019419118
   6.9614582674    0.3125494753   -1.0519419118
   6.6319491675    0.3198690467   -2.1019419118
   3.9110359473    0.7110773076   -2.1019419118
   3.3570155048   -0.1509953283   -2.1019419118
   5.6270006136    0.2459574879   -2.8705952598
   4.5770006136    0.2459574879   -2.8705952598
   4.0520006136   -0.6633691860   -2.8705952598
   4.5770006136   -1.5726958600   -2.8705952598
   5.1020006136   -0.6633691860   -3.1519419118
  -0.1404508357    1.6903110473    2.3323720893
  -3.7093772062    0.2045099196    1.2823720893
  -3.4153844984    0.1946989569    0.2323720893
  -1.9749873898    0.2850238144    4.3483940898
  -0.9949873898    0.2850238144    4.0858038812
  -1.4849873898    1.1337287101    4.0858038812
  -2.4649873898    1.1337287101    4.0858038812
  -2.9549873898    0.2850238144    4.0858038812
  -2.4649873898   -0.5636810813    4.0858038812
  -1.4849873898   -0.5636810813    4.0858038812
  -0.2775775984    0.2850238144    3.3683940898
  -0.6017540221    1.2827362569    3.3683940898
  -1.4504589178    1.8993564574    3.3683940898
  -2.4995158617    1.8993564574    3.3683940898
  -3.3482207575    1.2827362569    3.3683940898
  -3.6723971812    0.2850238144    3.3683940898
  -3.3482207575   -0.7126886281    3.3683940898
  -2.4995158617   -1.3293088285    3.3683940898
  -1.4504589178   -1.3293088285    3.3683940898
  -0.6017540221   -0.7126886281    3.3683940898
  -3.9349873898    0.2850238144    2.3883940898
  -3.6723971812   -0.6949761856    2.3883940898
  -2.9549873898   -1.4123859770    2.3883940898
  -1.9749873898   -1.6749761856    2.3883940898
  -3.3482207575   -0.7126886281    1.4083940898
  -0.6302250221    2.9706852577    1.9197380891
  -1.4789299178    3.5873054582    1.9197380891
  -0.3060485984    2.9529728152    0.9397380891
  -1.0234583898    3.6703826066    0.9397380891
  -2.0034583898    3.9329728152    0.9397380891
  -0.6302250221    2.9706852577   -0.0402619109
  -1.4789299178    3.5873054582   -0.0402619109
  -2.5279868618    3.5873054582   -0.0402619109
  -3.3766917575    2.9706852577   -0.0402619109
  -3.7008681812    1.9729728152   -0.0402619109
  -3.3766917575    0.9752603727   -0.0402619109
  -1.5134583898    2.8216777109   -0.7576717023
  -2.4934583898    2.8216777109   -0.7576717023
  -1.6118446520    2.6476929242   -1.0685299118
  -0.1116784851   -0.9701464592   -2.1185299118
   0.1828256107    0.6841588146   -2.8871832598
  -0.3421743893   -0.2251678594   -2.8871832598
  -3.1536590560    2.0486083082   -0.8445699122
  -2.7073646526    2.6376959242   -1.8945699122
  -3.5345669609    2.0667193969   -1.8945699122
  -1.2071984856   -0.9801434592   -2.9445699122
  -0.4327458358   -0.3090764181   -2.9445699122
