,0
0,-0.057479641071374335
1,0.05022768516116049
2,0.029434866161889058
3,-0.1367489029942565
4,0.3986932518358891
5,-0.25021960495228646
6,-0.3193359951280445
7,0.11552720945629964
8,-0.36655312184243777
9,0.013089060586517709
10,0.013089060586517709
11,0.013089060586517709
12,-0.0014480429946745592
13,-0.0014480429946745592
14,0.013903235081947074
15,0.013903235081947074
16,0.07184222290848868
17,0.07184222290848868
18,0.11701174018357054
19,0.21158050143851517
